movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
The Hunchback of Notre Dameæ,91,21,542,2000,0,100000000,1996,700,6.9,1.78,0,102933
The Emperor's New Grooveæ,78,10,253,558,1,100000000,2000,452,7.3,1.66,0,128285
The Expendables 2æ,103,165,13000,26000,3,92000000,2012,13000,6.7,2.35,108000,246803
National Treasureæ,131,226,341,12000,0,100000000,2004,625,6.9,2.35,0,255447
Eragonæ,104,14,203,3000,0,100000000,2006,762,5.1,2.35,0,108076
Where the Wild Things Areæ,101,0,279,925,0,100000000,2009,468,6.8,2.35,11000,87677
Panæ,111,456,394,20000,4,150000000,2015,548,5.8,2.35,24000,39956
Epicæ,102,77,120,14000,2,100000000,2013,151,6.7,2.35,17000,85833
The Touristæ,103,207,3000,40000,0,100000000,2010,11000,6,2.35,25000,176598
End of Daysæ,121,0,595,1000,0,83000000,1999,1000,5.7,2.35,2000,89509
Blood Diamondæ,143,380,452,29000,0,100000000,2006,3000,8,2.35,14000,400292
The Wolf of Wall Streetæ,240,17000,4000,29000,3,100000000,2013,11000,8.2,2.35,138000,780588
Batman Foreveræ,121,541,680,920,4,100000000,1995,710,5.4,1.85,0,190786
Starship Troopersæ,129,719,423,660,0,105000000,1997,475,7.2,1.85,0,221521
Cloud Atlasæ,172,670,1000,15000,5,102000000,2012,5000,7.5,2.35,124000,284825
Legend of the Guardians: The Owls of Ga'Hooleæ,101,0,577,2000,1,80000000,2010,653,7,2.35,16000,65785
Catwomanæ,87,26,566,827,0,100000000,2004,825,3.3,2.35,0,87451
Herculesæ,101,420,467,12000,0,100000000,2014,3000,6,2.35,21000,115687
Treasure Planetæ,95,63,720,23000,0,140000000,2002,770,7.1,1.5,0,71527
Land of the Lostæ,102,52,526,8000,1,100000000,2009,735,5.4,1.85,0,52029
The Expendables 3æ,131,385,11000,26000,15,90000000,2014,13000,6.1,2.35,56000,127258
Point Breakæ,114,19,848,1000,1,105000000,2015,897,5.3,2.35,37000,33953
Son of the Maskæ,94,6,227,490,0,84000000,2005,294,2.2,1.85,881,40751
In the Heart of the Seaæ,122,2000,571,26000,0,100000000,2015,911,7,1.85,27000,71782
The Adventures of Pluto Nashæ,95,31,683,3000,1,100000000,2002,695,3.8,1.85,416,20295
Green Zoneæ,115,521,95,13000,1,100000000,2010,537,6.9,2.35,0,110364
The Peanuts Movieæ,88,20,36,144,0,99000000,2015,42,7.2,1.85,33000,27918
The Spanish Prisoneræ,110,342,393,623,0,10000000,1997,508,7.3,1.85,578,18697
The Mummy Returnsæ,130,208,591,12000,5,98000000,2001,3000,6.3,2.35,0,248045
Gangs of New Yorkæ,216,17000,1000,29000,3,100000000,2002,14000,7.5,2.35,0,314033
The Flowers of Waræ,146,611,28,23000,2,94000000,2011,196,7.6,2.35,13000,38690
Surf's Upæ,85,9,970,12000,0,100000000,2007,11000,6.8,1.85,0,54077
The Stepford Wivesæ,93,0,465,11000,1,90000000,2004,2000,5.2,1.85,0,49739
Black Hawk Downæ,152,0,557,2000,0,92000000,2001,820,7.7,2.35,10000,292022
The Campaignæ,85,116,329,8000,0,95000000,2012,331,6.2,1.85,18000,106790
The Fifth Elementæ,126,0,10000,14000,2,93000000,1997,13000,7.7,2.35,18000,343274
Sex and the City 2æ,146,127,722,962,4,100000000,2010,740,4.3,1.85,0,59581
The Road to El Doradoæ,89,10,442,2000,1,95000000,2000,919,6.9,1.85,0,58300
Ice Age: Continental Driftæ,88,20,916,22000,0,95000000,2012,1000,6.6,2.35,14000,145321
Cinderellaæ,105,0,502,2000,1,95000000,2015,520,7,2.35,56000,103737
The Lovely Bonesæ,135,0,310,873,1,65000000,2009,560,6.7,2.35,16000,125109
Finding Nemoæ,100,475,799,1000,0,94000000,2003,939,8.2,1.85,11000,692482
The Lord of the Rings: The Return of the Kingæ,192,0,416,5000,2,94000000,2003,857,8.9,2.35,16000,1215718
The Lord of the Rings: The Two Towersæ,172,0,857,16000,1,94000000,2002,5000,8.7,2.35,10000,1100446
Seventh Sonæ,102,44,766,12000,4,95000000,2014,3000,5.5,2.35,16000,54501
Lara Croft: Tomb Raideræ,100,165,240,11000,1,115000000,2001,509,5.7,2.35,0,157016
Transcendenceæ,119,0,968,40000,1,100000000,2014,11000,6.3,2.35,37000,172707
Jurassic Park IIIæ,92,394,527,693,0,93000000,2001,595,5.9,1.85,0,219501
Rise of the Planet of the Apesæ,105,81,779,11000,0,93000000,2011,1000,7.6,2.35,47000,403836
The Spiderwick Chroniclesæ,107,70,330,770,0,90000000,2008,419,6.6,2.35,0,68935
A Good Day to Die Hardæ,101,212,476,13000,2,92000000,2013,787,5.3,1.85,66000,165618
The Alamoæ,137,102,877,2000,0,107000000,2004,973,6,2.35,701,16832
The Incrediblesæ,115,663,55,1000,0,92000000,2004,723,8,2.35,0,479166
Cutthroat Islandæ,124,212,810,1000,3,98000000,1995,903,5.6,2.35,1000,21102
Percy Jackson & the Olympians: The Lightning Thiefæ,118,0,1000,8000,0,95000000,2010,3000,5.9,2.35,9000,141179
Men in Blackæ,98,188,602,10000,0,90000000,1997,826,7.3,1.85,0,403014
Toy Story 2æ,82,487,967,15000,2,90000000,1999,1000,7.9,1.85,0,385871
Unstoppableæ,98,12000,1000,18000,1,100000000,2010,3000,6.8,2.35,18000,149947
Rush Hour 2æ,90,420,141,191,2,90000000,2001,165,6.6,2.35,0,160440
What Lies Beneathæ,130,0,568,11000,0,100000000,2000,627,6.6,2.35,0,98403
Cloudy with a Chance of Meatballsæ,90,97,56,622,1,100000000,2009,526,7,2.35,0,152601
Ice Age: Dawn of the Dinosaursæ,94,107,117,835,0,90000000,2009,256,7,1.85,0,166791
The Secret Life of Walter Mittyæ,114,0,423,3000,1,90000000,2013,806,7.3,2.35,70000,236421
Charlie's Angelsæ,94,368,466,13000,0,92000000,2000,1000,5.5,2.35,0,145350
The Departedæ,151,17000,1000,29000,0,90000000,2006,13000,8.5,2.35,29000,873649
Mulanæ,88,7,484,2000,0,90000000,1998,500,7.5,1.66,12000,171792
Tropic Thunderæ,121,0,918,21000,3,92000000,2008,1000,7,2.35,0,307539
The Girl with the Dragon Tattooæ,158,21000,585,18000,1,90000000,2011,1000,7.8,2.35,54000,330152
Die Hard with a Vengeanceæ,128,323,489,13000,1,90000000,1995,559,7.6,2.35,0,299258
Sherlock Holmesæ,128,0,727,21000,3,90000000,2009,979,7.6,1.85,20000,477300
Ben-Huræ,141,335,635,11000,2,,2016,745,6.1,2.35,0,57
Atlantis: The Lost Empireæ,95,21,503,12000,0,120000000,2001,802,6.8,2.35,0,72591
Alvin and the Chipmunks: The Road Chipæ,92,12,1000,35000,0,90000000,2015,1000,5,1.85,0,9418
Valkyrieæ,121,0,919,10000,0,75000000,2008,1000,7.1,1.85,0,183247
You Don't Mess with the Zohanæ,113,221,503,11000,0,90000000,2008,600,5.5,1.85,0,156348
Pixelsæ,106,0,1000,22000,0,88000000,2015,11000,5.6,2.35,39000,89770
A.I. Artificial Intelligenceæ,146,14000,681,3000,0,100000000,2001,882,7.1,1.85,11000,238747
The Haunted Mansionæ,88,50,441,691,0,90000000,2003,569,4.9,2.35,988,32049
Contactæ,150,0,135,11000,2,90000000,1997,1000,7.4,2.35,15000,200556
Hollow Manæ,119,719,423,833,0,95000000,2000,624,5.7,1.85,0,101834
The Interpreteræ,128,521,249,591,1,80000000,2005,249,6.4,2.35,0,86152
Percy Jackson: Sea of Monstersæ,106,87,918,8000,0,90000000,2013,956,5.9,2.35,28000,86627
Lara Croft Tomb Raider: The Cradle of Lifeæ,117,101,3000,18000,1,95000000,2003,11000,5.5,2.35,0,102747
Now You See Me 2æ,129,209,886,11000,6,90000000,2016,11000,6.9,2.35,15000,40862
The Saintæ,116,176,84,192,0,68000000,1997,117,6.2,2.35,0,52136
Spy Gameæ,114,12000,307,11000,2,92000000,2001,577,7,2.35,0,121259
Mission to Marsæ,114,0,281,3000,0,90000000,2000,933,5.6,2.35,0,60467
Rioæ,96,107,350,11000,0,90000000,2011,560,7,2.35,19000,165333
Bicentennial Manæ,132,0,957,49000,0,100000000,1999,1000,6.8,1.85,0,87785
Volcanoæ,104,81,612,3000,0,90000000,1997,643,5.4,1.85,2000,58227
The Devil's Ownæ,111,79,2000,11000,0,86000000,1997,11000,6.1,2.35,979,45602
K-19: The Widowmakeræ,138,0,123,14000,1,100000000,2002,602,6.7,2.35,0,49311
Fantastic Fouræ,100,128,78,596,3,120000000,2015,360,4.3,2.35,41000,110486
Conan the Barbarianæ,129,468,183,919,0,20000000,1982,691,6.9,2.35,0,113065
Cinderella Manæ,144,2000,537,680,0,88000000,2005,655,8,2.35,0,148238
The Nutcracker in 3Dæ,110,96,554,887,0,90000000,2010,886,4.4,2.35,788,2508
Seabiscuitæ,140,378,599,12000,0,87000000,2003,947,7.3,2.35,0,57661
Twisteræ,113,101,848,22000,0,92000000,1996,946,6.3,2.35,0,144053
The Fast and the Furiousæ,106,357,4000,23000,2,38000000,2001,14000,6.7,2.35,14000,272223
Cast Awayæ,143,0,272,15000,1,90000000,2000,410,7.7,1.85,23000,394317
Happy Feetæ,108,750,971,49000,0,100000000,2006,20000,6.5,2.35,0,132501
The Bourne Supremacyæ,108,521,129,13000,1,75000000,2004,805,7.8,2.35,0,348232
Air Force Oneæ,124,249,936,11000,1,85000000,1997,10000,6.4,2.35,0,146134
Ocean's Elevenæ,116,0,471,11000,4,85000000,2001,1000,7.8,2.35,0,402645
The Three Musketeersæ,110,545,5000,14000,8,75000000,2011,8000,5.8,2.35,19000,88542
Hotel Transylvaniaæ,91,266,11000,12000,2,85000000,2012,11000,7.1,1.85,28000,164148
Enchantedæ,107,36,118,283,2,85000000,2007,142,7.1,2.35,0,142496
Hannibalæ            ,44,,148,544,1,,,183,8.6,1.78,59000,159910
Safe Houseæ,115,79,820,18000,1,85000000,2012,16000,6.8,2.35,19000,166693
102 Dalmatiansæ,100,36,439,2000,1,85000000,2000,795,4.8,1.85,372,26413
Tower Heistæ,104,420,535,2000,5,75000000,2011,906,6.2,2.35,0,110073
The Holidayæ,138,278,213,14000,3,85000000,2006,3000,6.9,1.85,19000,182757
Enemy of the Stateæ,140,12000,619,10000,4,90000000,1998,660,7.3,2.35,0,188116
It's Complicatedæ,120,278,963,11000,2,85000000,2009,2000,6.6,1.85,0,69860
Ocean's Thirteenæ,122,0,11000,14000,3,85000000,2007,13000,6.9,2.35,0,256928
Open Seasonæ,83,28,624,4000,1,85000000,2006,650,6.2,1.85,863,65270
Divergentæ,139,168,1000,14000,2,85000000,2014,5000,6.7,2.35,49000,341058
Enemy at the Gatesæ,131,218,29,5000,1,68000000,2001,35,7.6,2.35,0,188887
The Rundownæ,104,532,557,12000,1,85000000,2003,3000,6.7,2.35,0,82731
Last Action Heroæ,130,323,330,670,1,70000000,1993,442,6.2,2.35,0,106528
Memoirs of a Geishaæ,145,252,210,879,1,85000000,2005,691,7.3,2.35,0,119286
The Fast and the Furious: Tokyo Driftæ,104,681,159,584,5,85000000,2006,227,6,2.35,0,179500
Arthur Christmasæ,97,6,561,1000,1,100000000,2011,579,7.1,1.85,0,35446
Meet Joe Blackæ,178,102,551,12000,0,90000000,1998,11000,7.1,1.85,10000,169023
Collateral Damageæ,108,99,172,672,1,85000000,2002,174,5.5,1.85,941,61417
All That Jazzæ,123,189,87,813,0,,1979,388,7.8,1.85,0,19228
Mirror Mirroræ,106,763,809,8000,1,85000000,2012,886,5.6,1.85,18000,70838
Scott Pilgrim vs. the Worldæ,112,1000,719,10000,0,60000000,2010,1000,7.5,1.85,36000,273921
The Coreæ,135,36,106,894,0,60000000,2003,345,5.4,2.35,0,77029
Nutty Professor II: The Klumpsæ,109,88,571,611,1,65000000,2000,592,4.3,1.85,374,39391
Scooby-Dooæ,86,67,271,4000,3,84000000,2002,2000,4.9,1.85,0,71424
Dreddæ,95,38,20,409,0,35000000,2012,107,7.1,2.35,46000,203458
Clickæ,107,153,233,11000,1,70000000,2006,1000,6.4,1.85,7000,246492
Creepshowæ,130,0,602,875,0,8000000,1982,826,6.9,1.85,0,29932
Cats & Dogs: The Revenge of Kitty Galoreæ,82,62,615,975,0,85000000,2010,760,4.3,1.85,0,10233
Jumperæ,88,218,521,17000,0,85000000,2008,4000,6.1,2.35,0,243053
Hellboy II: The Golden Armyæ,120,0,160,3000,0,85000000,2008,169,7,1.85,3000,208422
Zodiacæ,162,21000,495,21000,0,65000000,2007,15000,7.7,2.35,12000,301279
The 6th Dayæ,123,55,956,3000,1,82000000,2000,975,5.9,2.35,0,100001
Bruce Almightyæ,101,293,1000,11000,1,81000000,2003,7000,6.7,1.85,0,296904
The Expendablesæ,113,13000,5000,26000,9,80000000,2010,13000,6.5,2.35,57000,270226
Mission: Impossibleæ,110,0,898,10000,0,80000000,1996,1000,7.1,2.35,0,300542
The Hunger Gamesæ,142,378,575,34000,0,78000000,2012,14000,7.3,2.35,140000,701607
The Hangover Part IIæ,102,480,461,14000,0,80000000,2011,670,6.5,2.35,56000,375879
Batman Returnsæ,126,13000,390,920,0,80000000,1992,811,7,1.85,0,215255
Over the Hedgeæ,83,12,925,13000,1,80000000,2006,7000,6.8,1.85,0,127345
Lilo & Stitchæ,85,255,443,1000,0,80000000,2002,533,7.2,1.66,0,117212
Charlotte's Webæ,97,56,852,12000,0,,2006,8000,6.4,1.85,0,27838
Deep Impactæ,120,75,3000,11000,0,75000000,1998,4000,6.1,2.35,0,135601
RED 2æ,116,23,110,13000,7,84000000,2013,12000,6.7,2.35,22000,125036
The Longest Yardæ,113,88,421,11000,11,82000000,2005,437,6.4,2.35,0,130070
Alvin and the Chipmunks: Chipwreckedæ,87,31,733,1000,0,75000000,2011,1000,4.4,1.85,0,22838
Grown Ups 2æ,101,221,11000,12000,4,80000000,2013,11000,5.4,1.85,14000,107817
Get Smartæ,110,88,11000,13000,1,80000000,2008,12000,6.5,1.85,0,168172
Something's Gotta Giveæ,128,278,343,18000,1,80000000,2003,4000,6.7,1.85,0,91092
Shutter Islandæ,138,17000,163,29000,0,80000000,2010,223,8.1,2.35,53000,786092
Four Christmasesæ,88,91,982,4000,2,80000000,2008,3000,5.6,1.85,0,48500
Robotsæ,91,77,208,1000,1,75000000,2005,311,6.3,1.85,0,103022
Face/Offæ,138,610,805,12000,0,80000000,1997,1000,7.3,2.35,11000,283967
Bedtime Storiesæ,99,163,495,11000,0,80000000,2008,869,6.1,2.35,0,72326
Road to Perditionæ,117,0,818,15000,0,80000000,2002,1000,7.7,2.35,0,200359
Just Go with Itæ,117,221,503,11000,1,80000000,2011,3000,6.4,1.85,19000,172878
Daredevilæ            ,54,,0,577,0,,,4,8.8,16,55000,213483
Con Airæ,123,165,744,12000,6,75000000,1997,878,6.8,2.35,0,225282
Eagle Eyeæ,118,154,915,3000,3,80000000,2008,982,6.6,2.35,0,150764
Cold Mountainæ,154,333,16000,22000,3,79000000,2003,20000,7.2,2.35,0,118483
The Book of Eliæ,118,117,10000,18000,0,80000000,2010,15000,6.9,2.35,20000,227072
Flubberæ,90,10,159,49000,1,80000000,1997,570,5.2,1.85,0,63625
The Hauntingæ,113,101,913,14000,0,80000000,1999,960,4.9,2.35,0,58184
Space Jamæ,88,30,366,13000,1,80000000,1996,967,6.3,1.77,0,112167
The Pink Pantheræ,93,189,38,1000,0,65000000,2006,177,5.6,1.85,0,65499
The Day the Earth Stood Stillæ,104,301,71,18000,0,80000000,2008,4000,5.5,2.35,0,139423
Conspiracy Theoryæ,135,503,67,8000,1,75000000,1997,137,6.7,2.35,0,76099
Furyæ,134,452,697,11000,4,68000000,2014,8000,7.6,2.35,82000,303185
Six Days Seven Nightsæ,98,425,397,11000,2,70000000,1998,643,5.7,2.35,0,60910
Yogi Bearæ,80,40,375,3000,0,80000000,2010,642,4.6,1.85,0,16385
Spirit: Stallion of the Cimarronæ,83,21,495,13000,0,80000000,2002,503,7,2.35,4000,44143
Zookeeperæ,102,153,269,3000,1,80000000,2011,1000,5.2,2.35,0,44662
Lost in Spaceæ,130,81,427,10000,0,80000000,1998,882,5.1,2.35,0,58402
The Manchurian Candidateæ,129,438,502,18000,1,80000000,2004,1000,6.6,1.85,0,86422
D_jö Vuæ,117,69,87,898,0,,1997,577,7,1.85,91,666
Hotel Transylvania 2æ,89,266,859,12000,0,80000000,2015,11000,6.7,1.85,16000,56501
Bewitchedæ            ,25,,474,1000,1,,,960,7.6,4,0,11427
Fantasia 2000æ,74,11,62,340,0,80000000,1999,243,7.3,1.78,607,27543
The Time Machineæ,96,25,102,891,0,80000000,2002,639,5.9,2.35,3000,103787
Mighty Joe Youngæ,114,31,372,9000,0,90000000,1998,496,5.6,1.85,0,22955
Swordfishæ,99,57,820,20000,4,80000000,2001,3000,6.5,2.35,0,155532
The Legend of Zorroæ,129,258,163,2000,1,75000000,2005,277,5.9,2.35,951,71574
What Dreams May Comeæ,113,25,129,49000,1,85000000,1998,448,7,2.35,32000,83560
Little Nickyæ,90,65,658,11000,0,80000000,2000,11000,5.3,1.85,0,80639
The Brothers Grimmæ,118,0,871,13000,2,88000000,2005,13000,5.9,1.85,0,98472
Mars Attacks!æ,106,13000,733,20000,3,70000000,1996,770,6.3,2.35,0,172217
Evolutionæ,81,92,8,23,0,,2015,21,6.4,2.35,257,979
The Edgeæ,117,93,904,12000,2,,1997,1000,6.9,2.35,0,55913
Surrogatesæ,89,84,1000,13000,5,80000000,2009,1000,6.3,2.35,0,151424
Thirteen Daysæ,145,79,183,981,1,80000000,2000,274,7.3,1.85,0,45231
Daylightæ,114,357,366,13000,0,80000000,1996,10000,5.8,1.85,0,53132
Walking with Dinosaurs 3Dæ,87,43,210,882,0,80000000,2013,396,5.2,2.35,0,8913
Battlefield Earthæ,119,64,41,743,0,44000000,2000,117,2.4,2.35,0,65464
Looney Tunes: Back in Actionæ,91,287,695,3000,4,80000000,2003,739,5.7,2.35,665,24183
Nineæ,118,252,30,529,4,80000000,2009,48,5.8,2.35,0,37446
Timelineæ,116,503,982,23000,0,80000000,2003,18000,5.6,2.35,0,53057
The Postmanæ,177,0,582,766,1,80000000,1997,674,6,2.35,0,56403
Babe: Pig in the Cityæ,97,750,231,1000,0,80000000,1998,971,5.8,1.85,964,24868
The Last Witch Hunteræ,106,42,612,14000,0,90000000,2015,788,6,2.35,21000,58752
Red Planetæ,106,14,0,2,1,70000000,2000,0,5.7,2.35,995,47612
Arthur and the Invisiblesæ,94,0,14,563,0,86000000,2006,80,6,2.35,941,25843
Oceansæ,104,63,7,67,0,40000000,2009,63,7.8,2.35,0,7630
A Sound of Thunderæ,102,0,212,1000,0,52000000,2005,307,4.2,2.35,785,16474
Pompeiiæ,105,545,74,795,0,80000000,2014,172,5.6,2.35,20000,84508
Top Cat Beginsæ,89,0,20,163,0,8000000,2015,94,4.4,,138,230
A Beautiful Mindæ,135,2000,535,1000,0,58000000,2001,592,8.2,1.85,29000,610568
The Lion Kingæ,73,28,847,2000,0,45000000,1994,886,8.5,1.66,17000,644348
Journey 2: The Mysterious Islandæ,94,62,722,14000,3,79000000,2012,12000,5.8,1.85,0,67296
Cloudy with a Chance of Meatballs 2æ,95,18,18,622,0,78000000,2013,161,6.5,2.35,15000,64387
Red Dragonæ,124,420,876,22000,0,78000000,2002,12000,7.2,2.35,0,204063
Hidalgoæ,136,394,1000,24000,1,100000000,2004,10000,6.7,2.35,0,67856
Jack and Jillæ,91,221,553,14000,2,79000000,2011,11000,3.4,1.85,0,60370
2 Fast 2 Furiousæ,107,309,771,23000,5,76000000,2003,787,5.9,2.35,0,191912
The Little Princeæ,108,54,6000,12000,1,81200000,2015,11000,7.8,2.35,31000,28276
The Invasionæ,99,101,327,1000,2,80000000,2007,422,5.9,1.85,0,65037
The Adventures of Rocky & Bullwinkleæ,92,5,924,22000,0,76000000,2000,1000,4.1,1.85,413,16611
The Secret Life of Petsæ,87,11,745,1000,0,75000000,2016,904,6.8,1.85,36000,24407
The League of Extraordinary Gentlemenæ,110,45,845,1000,3,78000000,2003,872,5.8,2.35,0,141533
Despicable Me 2æ,98,275,1000,7000,0,76000000,2013,2000,7.5,1.85,56000,286877
Independence Dayæ,154,776,933,10000,0,75000000,1996,2000,6.9,2.35,16000,430055
The Lost World: Jurassic Parkæ,129,14000,227,610,0,73000000,1997,506,6.5,1.85,0,278362
Madagascaræ,86,35,179,851,0,75000000,2005,436,6.9,1.85,0,266636
Children of Menæ,109,0,18,16000,0,76000000,2006,430,7.9,1.85,17000,361767
X-Menæ,104,0,505,20000,0,75000000,2000,764,7.4,2.35,0,452928
Wantedæ,110,335,988,11000,0,75000000,2008,11000,6.7,2.35,0,299852
The Rockæ,136,0,904,12000,1,75000000,1996,2000,7.4,2.35,51000,259492
Ice Age: The Meltdownæ,115,107,241,835,0,80000000,2006,590,6.9,1.85,0,194249
50 First Datesæ,99,88,328,11000,2,75000000,2004,427,6.8,2.35,11000,266103
Hairsprayæ,117,163,260,719,9,75000000,2007,339,6.7,2.35,0,98693
Exorcist: The Beginningæ,125,212,394,613,0,50000000,2004,422,5.1,2,893,28635
Inspector Gadgetæ,110,16,692,2000,0,75000000,1999,710,4.1,1.85,509,36491
Now You See Meæ,125,255,963,11000,6,75000000,2013,988,7.3,2.35,105000,447979
Grown Upsæ,102,221,4000,12000,4,80000000,2010,11000,6,1.85,12000,181443
The Terminalæ,128,14000,232,15000,0,60000000,2004,466,7.3,1.85,16000,303864
Constantineæ            ,43,,218,1000,1,,,560,7.5,16,10000,36919
Hotel for Dogsæ,100,87,446,3000,4,35000000,2009,576,5.4,1.85,1000,16271
Vertical Limitæ,124,258,748,867,0,75000000,2000,826,5.9,1.85,0,49536
Charlie Wilson's Waræ,102,0,15000,22000,1,75000000,2007,15000,7.1,1.85,0,88451
Shark Taleæ,90,10,11000,22000,0,75000000,2004,17000,6,1.85,0,132415
Dreamgirlsæ,130,386,525,912,0,70000000,2006,549,6.5,2.35,0,55901
Lifeæ            ,45,,0,374,1,,,130,8.3,,0,29450
Be Coolæ,118,473,680,12000,4,53000000,2005,1000,5.7,2.4,0,59435
Munichæ,163,14000,412,745,0,70000000,2005,486,7.6,2.35,0,176936
Tears of the Sunæ,142,845,787,13000,1,70000000,2003,1000,6.6,2.35,0,93494
Killersæ,100,126,925,19000,2,75000000,2010,1000,5.4,2.35,0,72867
The Man from U.N.C.L.E.æ,116,0,104,15000,2,75000000,2015,509,7.3,2.35,43000,175960
Spanglishæ,131,274,138,11000,2,80000000,2004,964,6.5,1.85,0,65668
Monster Houseæ,91,27,925,12000,0,75000000,2006,970,6.6,2.35,0,71137
Banditsæ,123,272,193,13000,2,80000000,2001,450,6.6,2.35,0,57038
First Knightæ,134,109,249,919,3,55000000,1995,303,5.9,1.85,0,55350
Anna and the Kingæ,148,72,99,582,2,75000000,1999,103,6.7,2.35,0,31080
Immortalsæ,110,763,222,15000,1,75000000,2011,1000,6.1,1.85,30000,138190
Hostageæ,113,17,759,87000,0,52000000,2005,13000,6.6,2.35,0,93790
Titan A.E.æ,94,383,886,13000,0,75000000,2000,1000,6.6,2.35,0,52244
Hollywood Homicideæ,116,41,541,11000,2,75000000,2003,982,5.3,2.35,648,31293
Soldieræ,99,545,533,933,1,75000000,1998,722,6,2.35,0,44248
Carriersæ,84,10,394,3000,0,,2009,552,6,2.35,0,35510
Monkeyboneæ,93,253,637,3000,0,75000000,2001,889,4.7,1.85,683,14280
Flight of the Phoenixæ,113,212,568,2000,4,45000000,2004,845,6.1,2.35,1000,45815
Unbreakableæ,106,0,963,18000,0,75000000,2000,13000,7.2,2.35,0,245152
Minionsæ,91,22,1000,7000,0,74000000,2015,4000,6.4,1.85,70000,142403
Sucker Punchæ,128,0,826,4000,4,82000000,2011,2000,6.1,2.35,42000,197584
Snake Eyesæ,98,0,697,12000,1,69000000,1998,854,5.9,2.35,880,64121
Sphereæ,134,272,215,548,3,75000000,1998,270,6,2.35,0,81611
The Angry Birds Movieæ,97,6,415,22000,0,73000000,2016,1000,6.3,1.85,14000,27130
Fool's Goldæ,112,72,715,11000,0,70000000,2008,1000,5.6,2.35,0,59352
Funny Peopleæ,153,0,130,11000,1,75000000,2009,561,6.4,1.85,0,100837
The Kingdomæ,110,532,461,3000,1,70000000,2007,638,7.1,2.35,0,101386
Talladega Nights: The Ballad of Ricky Bobbyæ,122,285,989,8000,5,73000000,2006,1000,6.6,2.35,0,130776
